"No","優先度","主原因","Work名","SalesforceURL","Freee請求書ID","Freee請求書番号","取引先","解決済み取引先","請求日","請求金額","契約管理","契約期間","作成済み請求","請求明細","確認コード","個別確認対象","具体的な確認事項","確認後の対応","自動反映可否","担当","現在の検証メッセージ"
"30","中","商品未確定","MFIW-000268","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WjTmm2AF/view","58712318","INV-0000001273","若築建設株式会社","若築建設株式会社","2026-05-20","105600","CN-00000104","CP-00000102","","Rendery Proプラン1アカウント_年払い / 数量:1 / 単価:96,000 / 金額:96,000 / 商品未候補","P02","商品選択: 「Rendery Proプラン1アカウント_年払い」","明細「Rendery Proプラン1アカウント_年払い」（数量 1、単価 96,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","商品確定後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"31","中","契約・契約期間未確定","MFIW-000114","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000UtKuT2AV/view","58733986","INV-0000001275","SFテスト","SFテスト","2026-05-21","33000","","","","テスト見積明細 / 数量:3 / 単価:10,000 / 金額:30,000 / 確定:[OLD_年払]Rendery Enterpriseプラン(2025年9月まで)","C01","請求区分と契約先: SFテスト / 請求日: 2026-05-21","取引先「SFテスト」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-05-21 を含む契約期間を作成または選択してよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"32","中","契約・契約期間未確定","MFIW-000125","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000UtM9t2AF/view","58810995","INV-0000001276","どさんこ不動産","どさんこ不動産","2026-06-19","33000","","","","テスト見積明細 / 数量:3 / 単価:10,000 / 金額:30,000 / 確定:[OLD_年払]Rendery Enterpriseプラン(2025年9月まで)","C01","請求区分と契約先: どさんこ不動産 / 請求日: 2026-06-19","取引先「どさんこ不動産」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-19 を含む契約期間を作成または選択してよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"33","高","金額不一致","MFIW-000126","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000UtM9u2AF/view","59151137","INV-0000001282","帝国不動産株式会社","帝国不動産株式会社","2026-06-19","52800","CN-00000188","CP-00000196","INV-0000000109","Rendery(Pro用)・月額料金 / 数量:6 / 単価:8,000 / 金額:48,000 / 確定:Rendery Proプラン || Rendery(Pro用)・月額料金 / 数量:6 / 単価:8,000 / 金額:48,000 / 確定:Rendery Proプラン","A02","金額差異: 請求金額 52,800 円 / 明細合計 96,000 円 / 差額 43,200 円","Freee原本で、請求金額 52,800 円が税抜・税込のどちらか、税額と明細合計 96,000 円を確認する。現在の差額は 43,200 円。 差額が消費税、値引き、源泉税、調整額、または明細重複のどれに該当するか確認する。","Freee原本を正としてWorkの税額・請求金額・明細を補正し、合計一致後に再検証する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","不可（個別確認が必要）","経理（内容判断）／システム管理者（マスタ・ルール設定）","請求金額と明細合計が一致していません。請求金額=52800、明細合計=105600"
"34","中","商品未確定","MFIW-000174","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WicaT2AR/view","60861161","INV-0000001325","リアルティホールディングス株式会社","リアルティホールディングス株式会社","2026-06-20","175450","CN-00000127","CP-00000126","","knock knock AI_Enterpriseプラン_1200クレジット / 数量:1,100 / 単価:145 / 金額:159,500 / 商品未候補","P02","商品選択: 「knock knock AI_Enterpriseプラン_1200クレジット」","明細「knock knock AI_Enterpriseプラン_1200クレジット」（数量 1,100、単価 145 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","商品確定後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"35","中","契約・契約期間未確定","MFIW-000183","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WhTPP2A3/view","60861173","INV-0000001334","株式会社デザインアーク","株式会社デザインアーク","2026-06-20","181500","","","","Rendery_Enterpriseプラン / 数量:15 / 単価:11,000 / 金額:165,000 / 確定:Rendery_Enterpriseプラン","C01","請求区分と契約先: 株式会社デザインアーク / 請求日: 2026-06-20","取引先「株式会社デザインアーク」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-20 を含む契約期間を作成または選択してよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"36","中","商品未確定","MFIW-000206","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WihDQ2AZ/view","60906771","INV-0000001357","梅林建設株式会社","梅林建設株式会社","2026-06-20","924000","CN-00000107","CP-00000105","","Rendery Enterpriseプラン5アカウント_年額 / 数量:5 / 単価:180,000 / 金額:900,000 / 確定:[年払] Rendery Enterpriseプラン || 年払い割引 / 数量:5 / 単価:-12,000 / 金額:-60,000 / 商品未候補","P02","商品選択: 「年払い割引」","明細「年払い割引」（数量 5、単価 -12,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","商品確定後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"37","中","契約・商品未確定","MFIW-000208","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WihDS2AZ/view","60907570","INV-0000001359","株式会社NTTファシリティーズ","株式会社NTTファシリティーズ","2026-06-20","1650000","","","","Rendery Enterpriseプラン_10アカウント_月払い費用 / 数量:10 / 単価:150,000 / 金額:1,500,000 / 商品未候補","C01,P02","請求区分と契約先: 株式会社NTTファシリティーズ / 請求日: 2026-06-20 || 商品選択: 「Rendery Enterpriseプラン_10アカウント_月払い費用」","取引先「株式会社NTTファシリティーズ」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-20 を含む契約期間を作成または選択してよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月払い費用」（数量 10、単価 150,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"38","中","商品未確定","MFIW-000211","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WihDV2AZ/view","60952602","INV-0000001362","創建ホーム株式会社","創建ホーム株式会社","2026-06-20","1108800","CN-00000112","CP-00000110","","Rendery Enterpriseプラン6アカウント_年払い / 数量:6 / 単価:180,000 / 金額:1,080,000 / 確定:[年払] Rendery Enterpriseプラン || 年払い割引 / 数量:6 / 単価:-12,000 / 金額:-72,000 / 商品未候補","P02","商品選択: 「年払い割引」","明細「年払い割引」（数量 6、単価 -12,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","商品確定後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"39","中","契約・商品未確定","MFIW-000156","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WieAb2AJ/view","61438597","INV-0000001370","コクヨ株式会社 ワークプレイス事業本部 スペースソリューション本部","コクヨ株式会社 ワークプレイス事業本部 スペースソリューション本部","2026-06-25","544500","","","","パースディレクション / 数量:1 / 単価:495,000 / 金額:495,000 / 商品未候補 || ※パース製作も含む / 数量:- / 単価:- / 金額:- / 商品未候補","C01,P02","請求区分と契約先: コクヨ株式会社 ワークプレイス事業本部 スペースソリューション本部 / 請求日: 2026-06-25 || 商品選択: 「パースディレクション」 || 商品選択: 「※パース製作も含む」","取引先「コクヨ株式会社 ワークプレイス事業本部 スペースソリューション本部」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-25 を含む契約期間を作成または選択してよいか確認する。 明細「パースディレクション」（数量 1、単価 495,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「※パース製作も含む」（数量 -、単価 - 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"40","中","契約・商品未確定","MFIW-000157","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000Wi6a42AB/view","61466312","INV-0000001371","株式会社コスモスイニシア","株式会社コスモスイニシア","2026-06-26","440000","","","","プロポーザルに関するディレクション業務（着手金） / 数量:1 / 単価:400,000 / 金額:400,000 / 商品未候補","C01,P02","請求区分と契約先: 株式会社コスモスイニシア / 請求日: 2026-06-26 || 商品選択: 「プロポーザルに関するディレクション業務（着手金）」","取引先「株式会社コスモスイニシア」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-26 を含む契約期間を作成または選択してよいか確認する。 明細「プロポーザルに関するディレクション業務（着手金）」（数量 1、単価 400,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"41","中","契約・商品未確定","MFIW-000150","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000Wi4gd2AB/view","61624916","INV-0000001372","株式会社オリバー","株式会社オリバー","2026-06-29","3300000","","","","着手金として / 数量:1 / 単価:3,000,000 / 金額:3,000,000 / 商品未候補","C01,P02","請求区分と契約先: 株式会社オリバー / 請求日: 2026-06-29 || 商品選択: 「着手金として」","取引先「株式会社オリバー」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-29 を含む契約期間を作成または選択してよいか確認する。 明細「着手金として」（数量 1、単価 3,000,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"42","中","契約・商品未確定","MFIW-000151","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000Wi4ge2AB/view","61633340","INV-0000001373","株式会社ＬＩＸＩＬ","株式会社ＬＩＸＩＬ","2026-06-29","13624600","","","","AIによる空間提案ツール開発 （2026年6⽉-9⽉） / 数量:- / 単価:- / 金額:- / 商品未候補 || 要件定義・コンサルティング / 数量:1 / 単価:1,600,000 / 金額:1,600,000 / 商品未候補 || UX/UIデザイン / 数量:1 / 単価:1,200,000 / 金額:1,200,000 / 商品未候補 || フロントエンド開発 / 数量:1 / 単価:2,500,000 / 金額:2,500,000 / 商品未候補 || AI画像⽣成パイプライン / 数量:1 / 単価:1,000,000 / 金額:1,000,000 / 商品未候補 || バックエンド/API開発 / 数量:1 / 単価:3,200,000 / 金額:3,200,000 / 商品未候補 || テスト・品質保証 / 数量:1 / 単価:600,000 / 金額:600,000 / 商品未候補 || PM・運⽤準備 / 数量:1 / 単価:1,600,000 / 金額:1,600,000 / 商品未候補 || システム保守運⽤費⽤ （2026年9⽉-2027年3⽉） / 数量:- / 単価:- / 金額:- / 商品未候補 || 保守費用 / 数量:7 / 単価:50,000 / 金額:350,000 / 確定:Rendery セキュリティオプション(ドメイン制限)_初期費用 || AI 画像⽣成 API 費⽤ ※1000組×1組当たり4枚画像⽣成想定 / 数量:7 / 単価:48,000 / 金額:336,000 / 商品未候補","C01,P02","請求区分と契約先: 株式会社ＬＩＸＩＬ / 請求日: 2026-06-29 || 商品選択: 「AIによる空間提案ツール開発 （2026年6⽉-9⽉）」 || 商品選択: 「要件定義・コンサルティング」 || 商品選択: 「UX/UIデザイン」 || 商品選択: 「フロントエンド開発」 || 商品選択: 「AI画像⽣成パイプライン」 || 商品選択: 「バックエンド/API開発」 || 商品選択: 「テスト・品質保証」 || 商品選択: 「PM・運⽤準備」 || 商品選択: 「システム保守運⽤費⽤ （2026年9⽉-2027年3⽉）」 || 商品選択: 「AI 画像⽣成 API 費⽤ ※1000組×1組当たり4枚画像⽣成想定」","取引先「株式会社ＬＩＸＩＬ」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-29 を含む契約期間を作成または選択してよいか確認する。 明細「AIによる空間提案ツール開発 （2026年6⽉-9⽉）」（数量 -、単価 - 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「要件定義・コンサルティング」（数量 1、単価 1,600,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「UX/UIデザイン」（数量 1、単価 1,200,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「フロントエンド開発」（数量 1、単価 2,500,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「AI画像⽣成パイプライン」（数量 1、単価 1,000,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「バックエンド/API開発」（数量 1、単価 3,200,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「テスト・品質保証」（数量 1、単価 600,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「PM・運⽤準備」（数量 1、単価 1,600,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「システム保守運⽤費⽤ （2026年9⽉-2027年3⽉）」（数量 -、単価 - 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「AI 画像⽣成 API 費⽤ ※1000組×1組当たり4枚画像⽣成想定」（数量 7、単価 48,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"43","中","契約・商品未確定","MFIW-000152","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000Wi4gf2AB/view","61633945","INV-0000001374","株式会社ＬＩＸＩＬ","株式会社ＬＩＸＩＬ","2026-06-29","3861000","","","","着手金 / 数量:1 / 単価:3,510,000 / 金額:3,510,000 / 商品未候補","C01,P02","請求区分と契約先: 株式会社ＬＩＸＩＬ / 請求日: 2026-06-29 || 商品選択: 「着手金」","取引先「株式会社ＬＩＸＩＬ」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-06-29 を含む契約期間を作成または選択してよいか確認する。 明細「着手金」（数量 1、単価 3,510,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"44","中","契約・商品未確定","MFIW-000153","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000WiSXe2AN/view","62159546","INV-0000001375","クウジット株式会社","クウジット株式会社","2026-07-02","247500","","","","システム保守運用費＿2026年4-6月度 / 数量:1 / 単価:225,000 / 金額:225,000 / 商品未候補","C01,P02","請求区分と契約先: クウジット株式会社 / 請求日: 2026-07-02 || 商品選択: 「システム保守運用費＿2026年4-6月度」","取引先「クウジット株式会社」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-02 を含む契約期間を作成または選択してよいか確認する。 明細「システム保守運用費＿2026年4-6月度」（数量 1、単価 225,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"45","中","商品未確定","MFIW-000154","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000Wic2L2AR/view","62334543","INV-0000001376","梅林建設株式会社","梅林建設株式会社","2026-07-03","72630","CN-00000107","CP-00000105","","交通費 / 数量:1 / 単価:72,630 / 金額:66,028 / 商品未候補","P02","商品選択: 「交通費」","明細「交通費」（数量 1、単価 72,630 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","商品確定後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"46","中","契約・商品未確定","MFIW-000373","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000XX8tV2AT/view","62557474","INV-0000001379","愛知建築士会","愛知建築士会","2026-07-07","127800","","","","講師費 / 数量:1 / 単価:60,000 / 金額:54,546 / 商品未候補 || 交通費（往復） / 数量:3 / 単価:22,600 / 金額:61,636 / 商品未候補","C01,P02","請求区分と契約先: 愛知建築士会 / 請求日: 2026-07-07 || 商品選択: 「講師費」 || 商品選択: 「交通費（往復）」","取引先「愛知建築士会」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-07 を含む契約期間を作成または選択してよいか確認する。 明細「講師費」（数量 1、単価 60,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「交通費（往復）」（数量 3、単価 22,600 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"47","中","契約・商品未確定","MFIW-000374","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YomM12AJ/view","62989809","INV-0000001380","野村不動産株式会社","野村不動産株式会社","2026-07-14","495000","","","","外観モデル / 数量:6 / 単価:75,000 / 金額:450,000 / 商品未候補","C01,P02","請求区分と契約先: 野村不動産株式会社 / 請求日: 2026-07-14 || 商品選択: 「外観モデル」","取引先「野村不動産株式会社」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-14 を含む契約期間を作成または選択してよいか確認する。 明細「外観モデル」（数量 6、単価 75,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"48","中","契約・商品未確定","MFIW-000378","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000Ypg4v2AB/view","63077930","INV-0000001384","株式会社アールシーコア","株式会社アールシーコア","2026-07-20","275000","","","","Rendery Enterpriseプラン10アカウント_月額 / 数量:10 / 単価:15,000 / 金額:150,000 / 確定:Rendery Enterpriseプラン || セキュリティオプション+_運用費用_月額 / 数量:1 / 単価:100,000 / 金額:100,000 / 候補:Rendery セキュリティオプション(SSO)_初期費用","C01,P02","請求区分と契約先: 株式会社アールシーコア / 請求日: 2026-07-20 || 商品選択: 「セキュリティオプション+_運用費用_月額」","取引先「株式会社アールシーコア」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。 明細「セキュリティオプション+_運用費用_月額」（数量 1、単価 100,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
