Id,Name,FreeeInvoiceId__c,FreeeInvoiceNumber__c,FreeePartnerId__c,PartnerName__c,BillingDate__c,TargetPeriodStartDate__c,TargetPeriodEndDate__c,InvoiceAmount__c,SendStatus__c,PaymentStatus__c,ImportStatus__c,ResolvedAccount__c,ResolvedContract__c,ResolvedContractPeriod__c,CreatedInvoice__c,ValidationMessage__c
a0FRB00000UtKuT2AV,MFIW-000114,58733986,INV-0000001275,117348487,SFテスト,2026-05-21,,,33000,送付待ち,決済待ち,要確認,001RB00001OSC9bYAH,,,,"ResolvedContract__c is required.
ResolvedContractPeriod__c is required."
a0FRB00000UtKw52AF,MFIW-000115,58937326,INV-0000001278,114219627,株式会社コスモスイニシア,2026-05-22,,,825000,送付済み,決済待ち,反映可能,001RB00001VTqgBYAT,a04RB00000kVL7VYAW,a0BRB00000ypw682AA,a00RB000024Ux5iYAC,
a0FRB00000UtKw62AF,MFIW-000116,58940950,INV-0000001279,77887489,クウジット株式会社,2026-05-22,,,165000,送付待ち,決済待ち,反映可能,001RB00001VcyFKYAZ,a04RB00000kVL7KYAW,a0BRB00000ypw5r2AA,a00RB000024Ux5jYAC,
a0FRB00000UtKw72AF,MFIW-000117,58947453,INV-0000001280,109496401,ジーク株式会社,2026-05-22,,,924000,送付待ち,決済待ち,反映可能,001RB00001VTqsxYAD,a04RB00000kUAOnYAO,a0BRB00000ynb6i2AA,a00RB000024Ux5kYAC,
a0FRB00000UtKxh2AF,MFIW-000118,59062064,INV-0000001281,102184607,株式会社ＬＩＸＩＬ住宅研究所,2026-05-25,,,154000,送付済み,決済待ち,反映可能,001RB00001VTraTYAT,a04RB00000kUAOUYA4,a0BRB00000ynb6P2AQ,a00RB000024Vf1xYAC,
a0FRB00000UtL0v2AF,MFIW-000119,59295041,INV-0000001283,113391577,近鉄不動産株式会社,2026-05-27,,,324500,送付待ち,決済待ち,反映可能,001RB00001VTrvcYAD,a04RB00000kVL7cYAG,a0BRB00000ypw6G2AQ,a00RB000024Vf1yYAC,
a0FRB00000UtLdd2AF,MFIW-000120,60012375,INV-0000001284,117928193,株式会社エリオクリエイト,2026-05-31,,,105600,送付済み,決済待ち,反映可能,001RB00001VTrxYYAT,a04RB00000kVL7UYAW,a0BRB00000ypw652AA,a00RB000024Vf1zYAC,
a0FRB00000UtLde2AF,MFIW-000121,60414862,INV-0000001285,105601243,プラス株式会社,2026-05-31,,,6600000,送付済み,決済待ち,反映可能,001RB00001VTCZLYA5,a04RB00000kVL7PYAW,a0BRB00000ypw5w2AA,a00RB000024Vf20YAC,
a0FRB00000UtLlh2AF,MFIW-000123,60518749,INV-0000001287,102184607,株式会社ＬＩＸＩＬ住宅研究所,2026-06-10,,,693000,送付済み,決済待ち,反映可能,001RB00001VTraTYAT,a04RB00000kUAOUYA4,a0BRB00000ynb6P2AQ,a00RB000024Vf21YAC,
a0FRB00000UtM532AF,MFIW-000124,60970507,INV-0000001367,94597892,株式会社デザインアーク,2026-06-18,,,217800,送付待ち,決済待ち,反映可能,001RB00001VTruAYAT,a04RB00000kVL7YYAW,a0BRB00000ypw6B2AQ,a00RB000024Vf22YAC,
a0FRB00000UtM9t2AF,MFIW-000125,58810995,INV-0000001276,117408227,どさんこ不動産,2026-06-19,,,33000,送付待ち,決済待ち,反映可能,001RB00001OfTpKYAV,a04RB00000kVL7NYAW,a0BRB00000ypw5u2AA,a00RB000024Vf23YAC,
a0FRB00000UtM9u2AF,MFIW-000126,59151137,INV-0000001282,96810444,帝国不動産株式会社,2026-06-19,,,52800,送付済み,決済待ち,反映可能,001RB00001VcyFPYAZ,a04RB00000kVL7hYAG,a0BRB00000ypw6N2AQ,a00RB000024Vf24YAC,
a0FRB00000UtM9v2AF,MFIW-000127,60979452,INV-0000001368,119147687,不動産A株式会社,2026-06-19,,,26400,送付待ち,決済待ち,反映可能,001RB00001UvdpFYAR,a04RB00000kJSUMYA4,a0BRB00000yTxF32AK,a00RB000023liu7YAA,
a0FRB00000UtM9w2AF,MFIW-000128,60984868,INV-0000001369,119152943,コクヨ株式会社 ワークプレイス事業本部 スペースソリューション本部,2026-06-19,,,544500,送付済み,決済待ち,反映可能,001RB00001VTCZ9YAP,a04RB00000kVL7LYAW,a0BRB00000ypw5s2AA,a00RB000024Vf25YAC,
a0FRB00000UtMBV2A3,MFIW-000129,60792877,INV-0000001288,82660475,東急不動産株式会社,2026-06-20,,,229900,送付済み,決済待ち,反映済み,001RB00001VTqUVYA1,a04RB00000kVL7iYAG,a0BRB00000ypw6R2AQ,a00RB000024Vf26YAC,
a0FRB00000UtMBW2A3,MFIW-000130,60792884,INV-0000001289,103564412,三井不動産レジデンシャルリース株式会社(ソリューション推進部),2026-06-20,,,145200,送付済み,決済待ち,反映済み,001RB00001VTqbXYAT,a04RB00000kUAOTYA4,a0BRB00000ynb6O2AQ,a00RB000024Vf27YAC,
a0FRB00000UtMBX2A3,MFIW-000131,60792886,INV-0000001290,106902646,株式会社ケン・プロパティマネジメント,2026-06-20,,,12100,送付済み,決済待ち,反映済み,001RB00001VTrGkYAL,a04RB00000kUAQAYA4,a0BRB00000ynn622AA,a00RB000024Vf28YAC,
a0FRB00000UtMBY2A3,MFIW-000132,60792889,INV-0000001291,104848225,株式会社三越伊勢丹プロパティ・デザイン,2026-06-20,,,52800,送付済み,決済待ち,反映済み,001RB00001VTqxsYAD,a04RB00000kUAOfYAO,a0BRB00000ynb6a2AA,a00RB000024Vf29YAC,
a0FRB00000UtMBZ2A3,MFIW-000133,60792891,INV-0000001292,108589480,株式会社アールシーコア,2026-06-20,,,275000,送付済み,決済待ち,反映済み,001RB00001VTqxQYAT,a04RB00000kVL7SYAW,a0BRB00000ypw632AA,a00RB000024Vf2AYAS,
a0FRB00000UtMBa2AN,MFIW-000134,60792892,INV-0000001293,106856055,豊通ファシリティーズ株式会社,2026-06-20,,,17600,送付済み,決済待ち,反映済み,001RB00001VTqy1YAD,a04RB00000kUAOgYAO,a0BRB00000ynb6b2AA,a00RB000024Vf2BYAS,
a0FRB00000UtMBb2AN,MFIW-000135,60792893,INV-0000001294,104968120,株式会社三福管理センター,2026-06-20,,,60500,送付済み,決済待ち,反映済み,001RB00001VTqatYAD,a04RB00000kUAQ9YAO,a0BRB00000ynn612AA,a00RB000024Vf2CYAS,
a0FRB00000UtMBc2AN,MFIW-000136,60792894,INV-0000001295,108865293,株式会社錢高組,2026-06-20,,,26400,送付済み,決済待ち,反映済み,001RB00001VTqW8YAL,a04RB00000kUAOpYAO,a0BRB00000ynb6k2AA,a00RB000024Vf2DYAS,
a0FRB00000UtMBd2AN,MFIW-000137,60792896,INV-0000001296,96825556,フロンヴィルホームズ名古屋株式会社,2026-06-20,,,8800,送付済み,決済待ち,反映済み,001RB00001VTr0hYAD,a04RB00000kUAOhYAO,a0BRB00000ynb6c2AA,a00RB000024Vf2EYAS,
a0FRB00000UtMBe2AN,MFIW-000138,60792897,INV-0000001297,111118722,株式会社夢のおてつだい,2026-06-20,,,60500,送付済み,決済待ち,反映済み,001RB00001VTrkYYAT,a04RB00000kUAQCYA4,a0BRB00000ynn642AA,a00RB000024Vf2FYAS,
a0FRB00000UtMBf2AN,MFIW-000139,60792898,INV-0000001298,107809127,株式会社建新,2026-06-20,,,12100,送付済み,決済待ち,反映済み,001RB00001VTtIiYAL,a04RB00000kUAQBYA4,a0BRB00000ynn632AA,a00RB000024Vf2GYAS,
a0FRB00000UtMBg2AN,MFIW-000140,60792899,INV-0000001299,109623043,Phantom株式会社,2026-06-20,,,17600,送付済み,決済待ち,反映済み,001RB00001VTrkRYAT,a04RB00000kUAOtYAO,a0BRB00000ynb6o2AA,a00RB000024Vf2HYAS,
a0FRB00000UtMBh2AN,MFIW-000141,60792900,INV-0000001300,108259265,柏井建設株式会社,2026-06-20,,,82500,送付済み,決済待ち,反映済み,001RB00001VTrI5YAL,a04RB00000kUAP0YAO,a0BRB00000ynb6v2AA,a00RB000024Vf2IYAS,
a0FRB00000UtMBi2AN,MFIW-000142,60792903,INV-0000001301,113482629,花菱不動産株式会社,2026-06-20,,,17600,送付済み,決済待ち,反映済み,001RB00001VTrlBYAT,a04RB00000kUAOyYAO,a0BRB00000ynb6t2AA,a00RB000024Vf2JYAS,
a0FRB00000UtMBj2AN,MFIW-000143,60792904,INV-0000001302,112253849,コンチネンタルホーム株式会社,2026-06-20,,,26400,送付済み,決済待ち,反映済み,001RB00001VTqgHYAT,a04RB00000kUAOzYAO,a0BRB00000ynb6u2AA,a00RB000024Vf2KYAS,
a0FRB00000UtMBk2AN,MFIW-000144,60792905,INV-0000001303,114114116,三井住友建設株式会社,2026-06-20,,,8800,送付済み,決済待ち,反映済み,001RB00001VTqeXYAT,a04RB00000kUAP3YAO,a0BRB00000ynb6y2AA,a00RB000024Vf2LYAS,
a0FRB00000UtMBl2AN,MFIW-000145,60792906,INV-0000001304,114370740,株式会社スタイルテック総合計画,2026-06-20,,,82500,送付済み,決済待ち,反映済み,001RB00001VTrkbYAD,a04RB00000kUAP5YAO,a0BRB00000ynb702AA,a00RB000024Vf2MYAS,
a0FRB00000UtMBm2AN,MFIW-000146,60792907,INV-0000001305,114689416,株式会社ecoaハウス,2026-06-20,,,82500,送付済み,決済待ち,反映済み,001RB00001VTrlqYAD,a04RB00000kUAP6YAO,a0BRB00000ynb712AA,a00RB000024Vf2NYAS,
a0FRB00000UtMBn2AN,MFIW-000147,60792909,INV-0000001306,115268888,株式会社ドムコス,2026-06-20,,,8800,送付済み,決済待ち,反映済み,001RB00001VTrqdYAD,a04RB00000kUAP7YAO,a0BRB00000ynb722AA,a00RB000024Vf2OYAS,
a0FRB00000UtMBo2AN,MFIW-000148,60792910,INV-0000001307,113246574,Asplead株式会社,2026-06-20,,,17600,送付済み,決済待ち,反映済み,001RB00001VTqnvYAD,a04RB00000kUAP4YAO,a0BRB00000ynb6z2AA,a00RB000024Vf2PYAS,
a0FRB00000UtMbJ2AV,MFIW-000149,60792928,INV-0000001315,105601243,プラス株式会社,2026-06-30,,,6600000,送付待ち,決済待ち,反映可能,001RB00001VTCZLYA5,a04RB00000kVL7PYAW,a0BRB00000ypw5x2AA,a00RB000024Vf2QYAS,
