"sf__Id","sf__Error",Name,ACV__c,ContractUpdate__c,Account__c,Contact__c,Description__c,ExpectedCloseDate__c,LostDate__c,LostReason__c,MRR__c,NextActivityDate__c,NextStep__c,StageName__c,StandardCloseDate__c,StandardProbability__c,StartDate__c,StandardStartDate__c,ExpectedDuration__c
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社スタイルテック総合計画","900000.0","","","","","2026-04-01","","","75000.0","","","決済手続/稟議中","2026-04-03","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","矢作建設工業株式会社(B)","900000.0","","","","","","","","75000.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","株式会社フロンティアコンサルティング","460000.0","","","","","2026-03-31","","","30000.0","","","社内承認待ち（クロージング前）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社建創社 の取引","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: ニーズとのミスマッチ:LostReason__c --","三井不動産株式会社","1800000.0","","","","","2026-04-01","2026-06-01","ニーズとのミスマッチ","150000.0","2026-02-20","","トライアル中","2026-06-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","NOD&W","105600.0","","","","","2026-04-30","","","8800.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","明石建築設計事務所 の取引","105600.0","","","","","2026-03-20","","","8800.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","三菱地所レジデンス　株式会社","576000.0","","","","","2026-06-01","","","48000.0","","","社内承認待ち（クロージング前）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","（株）トピアホーム","422400.0","","","","","2026-07-01","","","35200.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","アイリスオーヤマ株式会社(S)","1080000.0","","","","","","","","90000.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","8Y8 の取引","316800.0","","","","","2026-04-30","","","26400.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: サポート体制・実績不足:LostReason__c --","前田建設工業 株式会社(S)","900000.0","","","","","","2026-04-01","サポート体制・実績不足","75000.0","","","S5 リスク","2026-04-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: 顧客の疑問や不安を解消できていない:LostReason__c --","CREATIVETREE","3500.0","","","","","","2026-03-16","顧客の疑問や不安を解消できていない","0.0","","","決済手続き中/稟議中","2026-03-16","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社a-tech","316800.0","","","","","2026-06-01","","","26400.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社コロワイド","900000.0","","","","","","","","75000.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社　渡辺工務店","105600.0","","","","","2026-04-08","","","8800.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","有限会社　めかる設計","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","マーケットクリエイティブ株式会社","105600.0","","","","","2026-03-20","","","8800.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","株式会社ONE　HOUSE","105600.0","","","","","2026-03-13","","","8800.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","苅田建設工業","0.0","","","","","","","","0.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","株式会社宮工房","0.0","","","","","","","","0.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","株式会社サンアイ岡本","0.0","","","","","","","","0.0","2026-04-03","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S1 導入直後:StageName__c --","柏井建設株式会社　建築設計部（B)","900000.0","","","","","","","","75000.0","","","S1 導入直後","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社アイ・キューブ","900000.0","","","","","2026-04-01","","","75000.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","花菱不動産株式会社","211200.0","","","","","2026-03-20","","","17600.0","","","決済手続/稟議中","2026-03-13","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社　東日本朝日株式会社","105600.0","","","","","2026-03-20","","","8800.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社コンセプション","105600.0","","","","","2026-03-06","","","8800.0","","","決済手続/稟議中","2026-03-06","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","オフィスナビ株式会社","105600.0","","","","","2026-03-31","","","8800.0","","","決済手続/稟議中","2026-03-11","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","デザインスタジオ BOTH SIDES","0.0","","","","","","","","0.0","","","お問い合わせ受領","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","文化財保存活用計画株式会社","0.0","","","","","","","","0.0","","","お問い合わせ受領","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社MYAT の取引","105600.0","","","","","2026-03-26","","","8800.0","","","決済手続/稟議中","2026-05-13","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社WAKA","316800.0","","","","","2026-04-15","","","26400.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社アーバンスペース","0.0","","","","","","","","0.0","2026-04-01","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 打ち合わせセッティング完了:StageName__c --","日本アセットアドバンス株式会社","0.0","","","","","","","","0.0","","","打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S5 リスク:StageName__c --","野村不動産株式会社(S)","1800000.0","","","","","","","","150000.0","","","S5 リスク","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社WIZU","0.0","","","","","","","","0.0","","","お問い合わせ受領","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: アップセル仮説成立:StageName__c --","森ビル株式会社","1800000.0","","","","","2026-05-01","","","150000.0","","","アップセル仮説成立","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","近鉄不動産株式会社","3530000.0","","","","","2026-04-01","","","265000.0","2026-03-12","","決済手続/稟議中","2026-04-10","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","FUJITA の取引","1680000.0","","","","","2026-03-26","","","140000.0","","","社内承認待ち（クロージング前）","2026-04-15","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 接触成功:StageName__c --","株式会社日本プロテック","0.0","","","","","","","","0.0","","","接触成功","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","AURLA","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","Egg design works","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 興味あり（商談打診）:StageName__c --","アーキエムズグループ株式会社","0.0","","","","","","","","0.0","","","興味あり（商談打診）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 接触成功:StageName__c --","第一建設株式会社","0.0","","","","","","","","0.0","","","接触成功","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","軒軒設計一級建築士事務所","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","株式会社シータ","0.0","","","","","","","","0.0","2026-03-27","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","有限会社双建工業","316800.0","","","","","2026-04-30","","","26400.0","2026-04-01","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 打ち合わせセッティング完了:StageName__c --","遠藤友羅","0.0","","","","","","","","0.0","","","打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: ニーズとのミスマッチ:LostReason__c --","森ビル株式会社設計部","316800.0","","","","","","2026-04-02","ニーズとのミスマッチ","26400.0","","","お打ち合わせセッティング完了","2026-04-02","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","LOLT","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","武田利佳","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","れん","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 接触成功:StageName__c --","ファブリックスアート","0.0","","","","","","","","0.0","","","接触成功","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","花十色","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","日本アセットアドバンス株式会社","145200.0","","","","","","","","12100.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","ＨＴリフォ株式会社","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 接触成功:StageName__c --","（株）リアルトハーツ","0.0","","","","","","","","0.0","2026-03-16","","接触成功","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","ろ","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","株式会社レイズコーポレーション","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","㈱エー・ディー・ウォール","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","相模湖basshouse","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社リビング住販","0.0","","","","","","","","0.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社J.フロントプライムスペース","1800000.0","","","","","2026-08-01","","","150000.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社MUJI HOUSE","422400.0","","","","","2026-05-01","","","35200.0","","","決済手続/稟議中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","東急建設株式会社","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","タマホーム株式会社","900000.0","","","","","2026-04-30","","","75000.0","","","導入意向の確認中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社フケタ設計 の取引","105600.0","","","","","2026-04-15","","","8800.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","エムザジャパン株式会社","0.0","","","","","","","","0.0","2026-03-19","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社とくら建築設計社","105600.0","","","","","","","","8800.0","","","決済手続/稟議中","2026-03-25","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","丹羽 洋文","105600.0","","","","","2026-03-23","","","8800.0","","","Paid（セルフ課金）","2026-03-23","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","株式会社佐野修建築設計事務所","105600.0","","","","","2026-03-20","","","8800.0","","","Paid（セルフ課金）","2026-03-23","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Engaged（継続利用）:StageName__c --","&labo.","105600.0","","","","","2026-03-11","","","8800.0","","","Engaged（継続利用）","2026-03-23","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","H.Sakamoto","66000.0","","","","","2026-03-23","","","5500.0","","","Paid（セルフ課金）","2026-03-23","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","悠 小林","105600.0","","","","","2026-03-03","","","8800.0","","","Paid（セルフ課金）","2026-03-23","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","株式会社アークドラフト","211200.0","","","","","","","","17600.0","2026-03-24","","導入意向の確認中","2026-03-24","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S1 導入直後:StageName__c --","株式会社デザインアーク東京スペースソリューション第１営業所(S)","360000.0","","","","","2026-03-12","","","30000.0","","","S1 導入直後","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S4 安定:StageName__c --","株式会社フロンティアコンサルティング（S)","0.0","","","","","","","","0.0","","","S4 安定","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 新規リード:StageName__c --","株式会社サン創芸","0.0","","","","","","","","0.0","2026-03-25","","新規リード","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 新規リード:StageName__c --","株式会社京屋","0.0","","","","","","","","0.0","2026-03-25","","新規リード","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 新規リード:StageName__c --","Soo-create","0.0","","","","","","","","0.0","","","新規リード","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社バトンデザイン","0.0","","","","","2026-04-30","","","0.0","","","お問い合わせ受領","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 課題の組織化（個人→組織）:StageName__c --","三井住友建設株式会社","1800000.0","","","","","2026-06-01","","","150000.0","","","課題の組織化（個人→組織）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: サポート体制・実績不足:LostReason__c --","株式会社ジョイフル本田","0.0","","","","","","2026-04-01","サポート体制・実績不足","0.0","","","S5 リスク","2026-04-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","愛知株式会社","105600.0","","","","","2026-04-29","","","8800.0","2026-04-13","","決済手続/稟議中","2026-04-24","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","戸田建設株式会社","1260000.0","","","","","","","","105000.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: キーパーソンにアプローチできていない:LostReason__c --","株式会社ジョイフル本田","900000.0","","","","","","2026-03-30","キーパーソンにアプローチできていない","75000.0","","","S5 リスク","2026-03-30","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S4 安定:StageName__c --","JOA株式会社","0.0","","","","","","","","0.0","","","S4 安定","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S5 リスク:StageName__c --","株式会社前田工務店","900000.0","","","","","","","","75000.0","","","S5 リスク","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","株式会社ジーク","900000.0","","","","","","","","75000.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: サポート体制・実績不足:LostReason__c --","東急不動産ホールディングス株式会社/東急不動産株式会社（S)","3420000.0","","","","","","2026-05-29","サポート体制・実績不足","285000.0","","","S5 リスク","2026-05-29","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 接触成功:StageName__c --","株式会社サンテン・コーポレーション","0.0","","","","","","","","0.0","","","接触成功","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 接触成功:StageName__c --","株式会社ABC店舗","0.0","","","","","","","","0.0","","","接触成功","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","亜利 渡辺","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-03-30","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","東京建物株式会社","2660000.0","","","","","2026-08-01","","","205000.0","2026-05-15","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社ecoaハウス","900000.0","","","","","2026-04-01","","","75000.0","","","決済手続/稟議中","2026-04-09","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社フォーデック の取引","422400.0","","","","","2026-04-30","","","35200.0","2026-04-13","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","株式会社KOGA設計 の取引","316800.0","","","","","","","","26400.0","2026-04-10","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","株式会社建築工房時温","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","アルデ　アーキテクト＆アソシエイツ","105600.0","","","","","2026-04-22","","","8800.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","アルスホーム株式会社","2700000.0","","","","","","","","225000.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","小河建築設計事務所","211200.0","","","","","2026-04-22","","","17600.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社蔵王建設","105600.0","","","","","","","","8800.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 未接触（追客）:StageName__c --","福島県インテリアコーディネーター協会","0.0","","","","","","","","0.0","","","未接触（追客）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 興味あり（商談打診）:StageName__c --","株式会社プラスチックアーキテクツ","0.0","","","","","","","","0.0","","","興味あり（商談打診）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","建築事務所TESSEN","105600.0","","","","","2026-04-08","","","8800.0","","","導入意向の確認中","2026-04-10","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","大成建設ハウジング株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","立花産業株式会社","316800.0","","","","","2026-05-01","","","26400.0","2026-04-13","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","大日本土木株式会社","0.0","","","","","2026-05-31","","","0.0","2026-05-12","","社内検討中","","","","",""
