Chunk,StartIndex,EndIndex,Requested,ExitCode,SuccessCount,SkippedCount,FailedCount,Status,Message
43,2101,2150,50,1,,,,ERROR,"sf.cmd : (node:11444) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:11444) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
44,2151,2200,50,1,,,,ERROR,"sf.cmd : (node:30576) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:30576) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
45,2201,2250,50,1,,,,ERROR,"sf.cmd : (node:29892) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:29892) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
46,2251,2300,50,1,,,,ERROR,"sf.cmd : (node:24148) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:24148) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
47,2301,2350,50,1,,,,ERROR,"sf.cmd : (node:30000) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:30000) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
48,2351,2400,50,1,,,,ERROR,"sf.cmd : (node:8380) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:8380) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
49,2401,2450,50,1,,,,ERROR,"sf.cmd : (node:11288) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:11288) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
50,2451,2500,50,1,,,,ERROR,"sf.cmd : (node:13328) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:13328) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
51,2501,2550,50,1,,,,ERROR,"sf.cmd : (node:12056) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:12056) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
52,2551,2600,50,1,,,,ERROR,"sf.cmd : (node:26900) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:26900) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
53,2601,2650,50,1,,,,ERROR,"sf.cmd : (node:28224) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28224) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
54,2651,2700,50,1,,,,ERROR,"sf.cmd : (node:6576) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:6576) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
55,2701,2750,50,1,,,,ERROR,"sf.cmd : (node:28620) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28620) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
56,2751,2800,50,1,,,,ERROR,"sf.cmd : (node:24056) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:24056) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
57,2801,2850,50,1,,,,ERROR,"sf.cmd : (node:11384) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:11384) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
58,2851,2900,50,1,,,,ERROR,"sf.cmd : (node:27088) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:27088) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
59,2901,2950,50,1,,,,ERROR,"sf.cmd : (node:25376) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:25376) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
60,2951,3000,50,1,,,,ERROR,"sf.cmd : (node:22864) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22864) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
61,3001,3050,50,1,,,,ERROR,"sf.cmd : (node:16796) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:16796) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
62,3051,3100,50,1,,,,ERROR,"sf.cmd : (node:25500) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:25500) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
63,3101,3150,50,1,,,,ERROR,"sf.cmd : (node:22364) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22364) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
64,3151,3200,50,1,,,,ERROR,"sf.cmd : (node:22400) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22400) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
65,3201,3250,50,1,,,,ERROR,"sf.cmd : (node:7296) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:7296) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
66,3251,3300,50,1,,,,ERROR,"sf.cmd : (node:24908) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:24908) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
67,3301,3350,50,1,,,,ERROR,"sf.cmd : (node:13076) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:13076) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
68,3351,3400,50,1,,,,ERROR,"sf.cmd : (node:12140) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:12140) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
69,3401,3450,50,1,,,,ERROR,"sf.cmd : (node:23904) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23904) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
70,3451,3500,50,1,,,,ERROR,"sf.cmd : (node:21968) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:21968) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
71,3501,3550,50,1,,,,ERROR,"sf.cmd : (node:15008) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:15008) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
72,3551,3600,50,1,,,,ERROR,"sf.cmd : (node:24444) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:24444) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
73,3601,3650,50,1,,,,ERROR,"sf.cmd : (node:22752) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22752) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
74,3651,3700,50,1,,,,ERROR,"sf.cmd : (node:21908) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:21908) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
75,3701,3750,50,1,,,,ERROR,"sf.cmd : (node:25456) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:25456) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
76,3751,3800,50,1,,,,ERROR,"sf.cmd : (node:17200) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:17200) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
77,3801,3850,50,1,,,,ERROR,"sf.cmd : (node:25532) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:25532) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
78,3851,3900,50,1,,,,ERROR,"sf.cmd : (node:28684) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28684) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
79,3901,3950,50,1,,,,ERROR,"sf.cmd : (node:25336) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:25336) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
80,3951,4000,50,1,,,,ERROR,"sf.cmd : (node:19096) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:19096) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
81,4001,4050,50,1,,,,ERROR,"sf.cmd : (node:1396) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:1396) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
82,4051,4100,50,1,,,,ERROR,"sf.cmd : (node:22844) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22844) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
83,4101,4150,50,1,,,,ERROR,"sf.cmd : (node:26992) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:26992) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
84,4151,4200,50,1,,,,ERROR,"sf.cmd : (node:21636) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:21636) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
