"Severity","Category","Object","RecordId","RecordName","Issue","Evidence","RecommendedAction"
"High","関連不足","Contract__c","a04RB00000lZ54zYAC","CN-00000191","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","関連不足","Contract__c","a04RB00000n5JeAYAU","CN-00000228","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","関連不足","Contract__c","a04RB00000nA94DYAS","CN-00000230","有効契約に契約月次明細が1件もない","Monthly count=0","契約期間と商品を確認して月次明細を生成する"
"High","関連不足","Contract__c","a04RB00000nA94DYAS","CN-00000230","有効契約に契約期間がない","Period count=0","契約開始日・終了日から契約期間を作成する"
"High","関連不足","Contract__c","a04RB00000nCmpRYAS","CN-00000233","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","関連不足","Contract__c","a04RB00000nCmpSYAS","CN-00000234","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","関連不足","Contract__c","a04RB00000nCmpTYAS","CN-00000235","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","関連不足","Contract__c","a04RB00000nRI1RYAW","CN-00000240","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","関連不足","Contract__c","a04RB00000nRI1RYAW","CN-00000240","有効契約に契約月次明細が1件もない","Monthly count=0","契約期間と商品を確認して月次明細を生成する"
"High","関連不足","Contract__c","a04RB00000nS9IfYAK","CN-00000242","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","関連不足","Contract__c","a04RB00000nS9IgYAK","CN-00000243","有効契約に請求がない","Invoice count=0","freee請求の未取込または契約紐付けを確認する"
"High","期間重複","ContractPeriod__c","a0BRB000010uujt2AA","CP-00000212","同一契約の契約期間が重複","Previous=CP-00000017, previous end=2026-10-30, current start=2026-08-01","更新期間の境界を修正または重複期間を統合する"
"High","期間重複","ContractPeriod__c","a0BRB000010uuju2AA","CP-00000213","同一契約の契約期間が重複","Previous=CP-00000018, previous end=2026-10-30, current start=2026-08-01","更新期間の境界を修正または重複期間を統合する"
"High","期間重複","ContractPeriod__c","a0BRB000010uuk72AA","CP-00000226","同一契約の契約期間が重複","Previous=CP-00000047, previous end=2027-03-31, current start=2026-08-01","更新期間の境界を修正または重複期間を統合する"
"High","期間重複","ContractPeriod__c","a0BRB000010uukD2AQ","CP-00000232","同一契約の契約期間が重複","Previous=CP-00000057, previous end=2027-03-31, current start=2026-08-01","更新期間の境界を修正または重複期間を統合する"
"High","期間重複","ContractPeriod__c","a0BRB000010uukh2AA","CP-00000262","同一契約の契約期間が重複","Previous=CP-00000107, previous end=2027-03-31, current start=2026-08-01","更新期間の境界を修正または重複期間を統合する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5Y2AQ","CP-00000001","契約期間の開始日または終了日がない","Start=2024-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5d2AA","CP-00000006","契約期間の開始日または終了日がない","Start=2024-08-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5e2AA","CP-00000007","契約期間の開始日または終了日がない","Start=2024-10-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5h2AA","CP-00000010","契約期間の開始日または終了日がない","Start=2024-10-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5i2AA","CP-00000011","契約期間の開始日または終了日がない","Start=2024-09-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5l2AA","CP-00000014","契約期間の開始日または終了日がない","Start=2024-11-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5r2AA","CP-00000020","契約期間の開始日または終了日がない","Start=2025-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5s2AA","CP-00000021","契約期間の開始日または終了日がない","Start=2024-12-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5v2AA","CP-00000024","契約期間の開始日または終了日がない","Start=2025-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5w2AA","CP-00000025","契約期間の開始日または終了日がない","Start=2025-03-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb5x2AA","CP-00000026","契約期間の開始日または終了日がない","Start=2025-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb622AA","CP-00000031","契約期間の開始日または終了日がない","Start=2025-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb692AA","CP-00000038","契約期間の開始日または終了日がない","Start=2025-05-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6A2AQ","CP-00000039","契約期間の開始日または終了日がない","Start=2025-05-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6D2AQ","CP-00000042","契約期間の開始日または終了日がない","Start=2025-05-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6F2AQ","CP-00000044","契約期間の開始日または終了日がない","Start=2025-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6G2AQ","CP-00000045","契約期間の開始日または終了日がない","Start=2025-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6J2AQ","CP-00000048","契約期間の開始日または終了日がない","Start=2025-07-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6M2AQ","CP-00000051","契約期間の開始日または終了日がない","Start=2025-09-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6O2AQ","CP-00000053","契約期間の開始日または終了日がない","Start=2025-09-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6P2AQ","CP-00000054","契約期間の開始日または終了日がない","Start=2025-09-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6Q2AQ","CP-00000055","契約期間の開始日または終了日がない","Start=2025-10-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6Y2AQ","CP-00000063","契約期間の開始日または終了日がない","Start=2025-11-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6a2AA","CP-00000065","契約期間の開始日または終了日がない","Start=2026-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6b2AA","CP-00000066","契約期間の開始日または終了日がない","Start=2026-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6c2AA","CP-00000067","契約期間の開始日または終了日がない","Start=2026-03-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6e2AA","CP-00000069","契約期間の開始日または終了日がない","Start=2026-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6i2AA","CP-00000073","契約期間の開始日または終了日がない","Start=2026-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6j2AA","CP-00000074","契約期間の開始日または終了日がない","Start=2026-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6k2AA","CP-00000075","契約期間の開始日または終了日がない","Start=2026-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6n2AA","CP-00000078","契約期間の開始日または終了日がない","Start=2026-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6o2AA","CP-00000079","契約期間の開始日または終了日がない","Start=2026-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6q2AA","CP-00000081","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6r2AA","CP-00000082","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6t2AA","CP-00000084","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6v2AA","CP-00000086","契約期間の開始日または終了日がない","Start=2026-03-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6w2AA","CP-00000087","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6y2AA","CP-00000089","契約期間の開始日または終了日がない","Start=2026-03-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb6z2AA","CP-00000090","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb702AA","CP-00000091","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb712AA","CP-00000092","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb722AA","CP-00000093","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb732AA","CP-00000094","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb742AA","CP-00000095","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb752AA","CP-00000096","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynb762AA","CP-00000097","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn552AA","CP-00000100","契約期間の開始日または終了日がない","Start=2026-04-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn562AA","CP-00000101","契約期間の開始日または終了日がない","Start=2026-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn582AA","CP-00000103","契約期間の開始日または終了日がない","Start=2026-05-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn592AA","CP-00000104","契約期間の開始日または終了日がない","Start=2026-05-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5B2AQ","CP-00000106","契約期間の開始日または終了日がない","Start=2026-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5D2AQ","CP-00000108","契約期間の開始日または終了日がない","Start=2026-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5K2AQ","CP-00000115","契約期間の開始日または終了日がない","Start=2024-09-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5N2AQ","CP-00000118","契約期間の開始日または終了日がない","Start=2024-10-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5P2AQ","CP-00000120","契約期間の開始日または終了日がない","Start=2024-11-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5T2AQ","CP-00000124","契約期間の開始日または終了日がない","Start=2024-12-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5V2AQ","CP-00000126","契約期間の開始日または終了日がない","Start=2025-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5Y2AQ","CP-00000129","契約期間の開始日または終了日がない","Start=2025-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5a2AA","CP-00000131","契約期間の開始日または終了日がない","Start=2025-01-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5b2AA","CP-00000132","契約期間の開始日または終了日がない","Start=2025-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5d2AA","CP-00000134","契約期間の開始日または終了日がない","Start=2025-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5f2AA","CP-00000136","契約期間の開始日または終了日がない","Start=2025-03-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5p2AA","CP-00000146","契約期間の開始日または終了日がない","Start=2025-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5s2AA","CP-00000149","契約期間の開始日または終了日がない","Start=2025-07-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5u2AA","CP-00000151","契約期間の開始日または終了日がない","Start=2025-08-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5v2AA","CP-00000152","契約期間の開始日または終了日がない","Start=2025-08-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn5y2AA","CP-00000155","契約期間の開始日または終了日がない","Start=2025-09-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn612AA","CP-00000158","契約期間の開始日または終了日がない","Start=2025-11-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn622AA","CP-00000159","契約期間の開始日または終了日がない","Start=2025-12-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn632AA","CP-00000160","契約期間の開始日または終了日がない","Start=2026-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB00000ynn642AA","CP-00000161","契約期間の開始日または終了日がない","Start=2026-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB000010uuk12AA","CP-00000220","契約期間の開始日または終了日がない","Start=2026-06-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB000011R30j2AC","CP-00000285","契約期間の開始日または終了日がない","Start=2026-07-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB000012EChM2AW","CP-00000306","契約期間の開始日または終了日がない","Start=2026-02-01, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB000012RmbZ2AS","CP-00000374","契約期間の開始日または終了日がない","Start=2026-06-29, End=","親契約の日付と更新回数から補完する"
"High","契約期間必須情報","ContractPeriod__c","a0BRB000013Hjco2AC","CP-00000388","契約期間の開始日または終了日がない","Start=2026-08-01, End=","親契約の日付と更新回数から補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANdYAO","CN-00000003","有効契約の開始日または終了日がない","Start=2024-06-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANgYAO","CN-00000006","有効契約の開始日または終了日がない","Start=2024-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANhYAO","CN-00000007","有効契約の開始日または終了日がない","Start=2024-09-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANiYAO","CN-00000008","有効契約の開始日または終了日がない","Start=2024-08-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANjYAO","CN-00000009","有効契約の開始日または終了日がない","Start=2024-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANmYAO","CN-00000012","有効契約の開始日または終了日がない","Start=2024-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANnYAO","CN-00000013","有効契約の開始日または終了日がない","Start=2024-09-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANqYAO","CN-00000016","有効契約の開始日または終了日がない","Start=2024-11-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANtYAO","CN-00000019","有効契約の開始日または終了日がない","Start=2024-12-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANuYAO","CN-00000020","有効契約の開始日または終了日がない","Start=2024-11-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANwYAO","CN-00000022","有効契約の開始日または終了日がない","Start=2025-01-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUANxYAO","CN-00000023","有効契約の開始日または終了日がない","Start=2024-12-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAO0YAO","CN-00000026","有効契約の開始日または終了日がない","Start=2025-02-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAO1YAO","CN-00000027","有効契約の開始日または終了日がない","Start=2025-03-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAO2YAO","CN-00000028","有効契約の開始日または終了日がない","Start=2025-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAO6YAO","CN-00000032","有効契約の開始日または終了日がない","Start=2025-02-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAO7YAO","CN-00000033","有効契約の開始日または終了日がない","Start=2025-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAO9YAO","CN-00000035","有効契約の開始日または終了日がない","Start=2025-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOAYA4","CN-00000036","有効契約の開始日または終了日がない","Start=2025-05-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOEYA4","CN-00000040","有効契約の開始日または終了日がない","Start=2025-05-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOFYA4","CN-00000041","有効契約の開始日または終了日がない","Start=2025-05-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOIYA4","CN-00000044","有効契約の開始日または終了日がない","Start=2025-05-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOKYA4","CN-00000046","有効契約の開始日または終了日がない","Start=2025-06-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOLYA4","CN-00000047","有効契約の開始日または終了日がない","Start=2025-06-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAONYA4","CN-00000049","有効契約の開始日または終了日がない","Start=2025-06-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOOYA4","CN-00000050","有効契約の開始日または終了日がない","Start=2025-07-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAORYA4","CN-00000053","有効契約の開始日または終了日がない","Start=2025-09-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOTYA4","CN-00000055","有効契約の開始日または終了日がない","Start=2025-09-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOUYA4","CN-00000056","有効契約の開始日または終了日がない","Start=2025-09-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOVYA4","CN-00000057","有効契約の開始日または終了日がない","Start=2025-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOXYA4","CN-00000059","有効契約の開始日または終了日がない","Start=2025-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOYYA4","CN-00000060","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOZYA4","CN-00000061","有効契約の開始日または終了日がない","Start=2025-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOaYAO","CN-00000062","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAObYAO","CN-00000063","有効契約の開始日または終了日がない","Start=2025-09-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOdYAO","CN-00000065","有効契約の開始日または終了日がない","Start=2025-11-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOfYAO","CN-00000067","有効契約の開始日または終了日がない","Start=2026-01-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOgYAO","CN-00000068","有効契約の開始日または終了日がない","Start=2026-01-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOhYAO","CN-00000069","有効契約の開始日または終了日がない","Start=2026-03-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOiYAO","CN-00000070","有効契約の開始日または終了日がない","Start=2026-01-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOjYAO","CN-00000071","有効契約の開始日または終了日がない","Start=2026-01-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOkYAO","CN-00000072","有効契約の開始日または終了日がない","Start=2025-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOlYAO","CN-00000073","有効契約の開始日または終了日がない","Start=2026-02-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOnYAO","CN-00000075","有効契約の開始日または終了日がない","Start=2026-02-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOoYAO","CN-00000076","有効契約の開始日または終了日がない","Start=2026-01-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOpYAO","CN-00000077","有効契約の開始日または終了日がない","Start=2026-02-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOqYAO","CN-00000078","有効契約の開始日または終了日がない","Start=2026-02-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOrYAO","CN-00000079","有効契約の開始日または終了日がない","Start=2025-10-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOsYAO","CN-00000080","有効契約の開始日または終了日がない","Start=2026-01-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOtYAO","CN-00000081","有効契約の開始日または終了日がない","Start=2026-02-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOvYAO","CN-00000083","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOwYAO","CN-00000084","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOxYAO","CN-00000085","有効契約の開始日または終了日がない","Start=2026-03-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAOyYAO","CN-00000086","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP0YAO","CN-00000088","有効契約の開始日または終了日がない","Start=2026-03-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP1YAO","CN-00000089","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP2YAO","CN-00000090","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP3YAO","CN-00000091","有効契約の開始日または終了日がない","Start=2026-03-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP4YAO","CN-00000092","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP5YAO","CN-00000093","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP6YAO","CN-00000094","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP7YAO","CN-00000095","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP8YAO","CN-00000096","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAP9YAO","CN-00000097","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAPAYA4","CN-00000098","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAPBYA4","CN-00000099","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAPCYA4","CN-00000100","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAPDYA4","CN-00000101","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAPEYA4","CN-00000102","有効契約の開始日または終了日がない","Start=2026-04-01, End=","契約期間を確認して日付を補完する"
"High","契約必須情報","Contract__c","a04RB00000kUAPFYA4","CN-00000103","有効契約の開始日または終了日がない","Start=2026-06-01, End=","契約期間を確認して日付を補完する"
