SourceSheet,SourceRow,Date,Account,Contract,MonthlyName,Amount,ContractMRR,LiveMatchCount,LiveIds,LiveTotals,AmountMatch
【営業】Rendery 月別契約中MRR,166,2026/05/01,株式会社ルミネ,CN-00000099,株式会社ルミネ_2026/05,8000,8000,1,a03RB00001NswjhYAB,8000,True
【営業】Rendery 月別契約中MRR,167,2026/05/01,株式会社安井建築設計事務所,CN-00000102,株式会社安井建築設計事務所_2026/05,8000,8000,1,a03RB00001Nswk7YAB,8000,True
【営業】Rendery 月別契約中MRR,168,2026/05/01,若築建設株式会社,CN-00000104,若築建設株式会社_2026/05,8000,8000,1,a03RB00001Nswk9YAB,8000,True
【営業】Rendery 月別契約中MRR,169,2026/05/01,西日本旅客鉄道株式会社,CN-00000105,西日本旅客鉄道株式会社 ビジネスデザイン部 JCLaaS事業部_2026/05,8000,8000,1,a03RB00001NswkLYAR,8000,True
【営業】Rendery 月別契約中MRR,170,2026/05/01,株式会社乃村工藝社,CN-00000106,株式会社乃村工藝社 カルチャー・コミュニケーション推進本部_2026/05,32000,32000,1,a03RB00001NswkMYAR,32000,True
【営業】Rendery 月別契約中MRR,171,2026/05/01,アイリスオーヤマ株式会社(空間デザイン部),CN-00000200,a03RB00001UyZWW,11000,11000,1,a03RB00001UyZWWYA3,11000,True
【営業】Rendery 月別契約中MRR,172,2026/05/01,アイリスオーヤマ株式会社(ストアソリューション営業部ストアデザインチーム),CN-00000201,a03RB00001UyZWX,44000,44000,1,a03RB00001UyZWXYA3,44000,True
【営業】Rendery 月別契約中MRR,173,2026/05/01,九州旅客鉄道株式会社(博多設備区),CN-00000202,a03RB00001UyZWY,8000,8000,1,a03RB00001UyZWYYA3,8000,True
【営業】Rendery 月別契約中MRR,174,2026/05/01,九州旅客鉄道株式会社(建設工事部施設課),CN-00000203,a03RB00001UyZWa,8000,8000,1,a03RB00001UyZWaYAN,8000,True
【営業】Rendery 月別契約中MRR,175,2026/05/01,九州旅客鉄道株式会社(開発工事部),CN-00000205,a03RB00001UyZWc,8000,8000,1,a03RB00001UyZWcYAN,8000,True
【営業】Rendery 月別契約中MRR,176,2026/05/01,株式会社ＬＩＸＩＬ住宅研究所,CN-00000206,a03RB00001UyZWd,8000,8000,1,a03RB00001UyZWdYAN,8000,True
【営業】Rendery 月別契約中MRR,177,2026/05/01,株式会社JR東日本建築設計,CN-00000211,a03RB00001UyZWV,8000,8000,1,a03RB00001UyZWVYA3,8000,True
【営業】Rendery 月別契約中MRR,178,2026/05/01,三菱地所株式会社(DX推進部),CN-00000212,a03RB00001UyZWf,16000,16000,1,a03RB00001UyZWfYAN,16000,True
【営業】Rendery 月別契約中MRR,179,2026/05/01,野村不動産株式会社,CN-00000213,a03RB00001UyZWg,30000,180000,1,a03RB00001UyZWgYAN,30000,True
【営業】Rendery 月別契約中MRR,180,2026/05/01,野村不動産株式会社,CN-00000213,a03RB00001UyZWh,150000,180000,1,a03RB00001UyZWhYAN,150000,True
【営業】Rendery 月別契約中MRR,181,2026/05/01,株式会社ジョイフル本田,CN-00000219,a03RB00001UyZWZ,55000,55000,1,a03RB00001UyZWZYA3,55000,True
【営業】Rendery 月別契約中MRR,182,2026/05/01,インフィニティ株式会社,CN-00000220,a03RB00001UyZWb,8000,8000,1,a03RB00001UyZWbYAN,8000,True
【営業】Rendery 月別契約中MRR,183,2026/05/01,帝国不動産株式会社,CN-00000221,a03RB00001UyZWe,48000,48000,1,a03RB00001UyZWeYAN,48000,True
【営業】Rendery 月別契約中MRR,186,2026/06/01,サンフロンティア不動産株式会社,CN-00000003,サンフロンティア不動産株式会社_2026/06,64000,64000,1,a03RB00001RIREcYAP,64000,True
【営業】Rendery 月別契約中MRR,187,2026/06/01,東急株式会社,CN-00000006,東急株式会社_2026/06,11000,11000,1,a03RB00001RIREeYAP,11000,True
【営業】Rendery 月別契約中MRR,188,2026/06/01,東急株式会社,CN-00000006,a03RB00001Uj0rx,11000,11000,1,a03RB00001Uj0rxYAB,11000,True
【営業】Rendery 月別契約中MRR,189,2026/06/01,東急建設株式会社,CN-00000007,東急建設 ○独特の請求書式あり_2026/06,8000,8000,1,a03RB00001NswVmYAJ,8000,True
【営業】Rendery 月別契約中MRR,190,2026/06/01,株式会社フロンティアコンサルティング,CN-00000008,株式会社フロンティアコンサルティング_2026/06,550000,550000,1,a03RB00001NswWIYAZ,550000,True
【営業】Rendery 月別契約中MRR,191,2026/06/01,株式会社前田工務店,CN-00000009,前田工務店_2026/06,8000,8000,1,a03RB00001RIREfYAP,8000,True
【営業】Rendery 月別契約中MRR,192,2026/06/01,株式会社ムゲンエステート,CN-00000012,ムゲンエステート_2026/06,8000,8000,1,a03RB00001RIREgYAP,8000,True
【営業】Rendery 月別契約中MRR,193,2026/06/01,株式会社ムゲンエステート,CN-00000012,a03RB00001Uj0rw,8000,8000,1,a03RB00001Uj0rwYAB,8000,True
【営業】Rendery 月別契約中MRR,194,2026/06/01,株式会社TRIAD,CN-00000022,株式会社TRIAD_2026/06,8000,8000,1,a03RB00001RIRElYAP,8000,True
【営業】Rendery 月別契約中MRR,195,2026/06/01,株式会社TRIAD,CN-00000022,a03RB00001Uj0rv,8000,8000,1,a03RB00001Uj0rvYAB,8000,True
【営業】Rendery 月別契約中MRR,196,2026/06/01,戸田建設株式会社,CN-00000026,戸田建設(設計部:月額)_2026/06,55000,55000,1,a03RB00001RIREnYAP,55000,True
【営業】Rendery 月別契約中MRR,197,2026/06/01,戸田建設株式会社,CN-00000026,a03RB00001Uj0ry,55000,55000,1,a03RB00001Uj0ryYAB,55000,True
【営業】Rendery 月別契約中MRR,198,2026/06/01,47内装株式会社,CN-00000027,47内装株式会社_2026/06,55000,55000,1,a03RB00001RIRErYAP,55000,True
【営業】Rendery 月別契約中MRR,199,2026/06/01,47内装株式会社,CN-00000027,a03RB00001Uj0ru,55000,55000,1,a03RB00001Uj0ruYAB,55000,True
【営業】Rendery 月別契約中MRR,200,2026/06/01,ANAスカイビルサービス株式会社,CN-00000028,ANAスカイビルサービス株式会社　※郵送希望_2026/06,16000,16000,1,a03RB00001RIREtYAP,16000,True
【営業】Rendery 月別契約中MRR,201,2026/06/01,ANAスカイビルサービス株式会社,CN-00000028,a03RB00001Uj0rt,16000,16000,1,a03RB00001Uj0rtYAB,16000,True
【営業】Rendery 月別契約中MRR,202,2026/06/01,吉村紳 一級建築士事務所,CN-00000033,吉村紳　一級建築士事務所_2026/06,8000,8000,1,a03RB00001RIREuYAP,8000,True
【営業】Rendery 月別契約中MRR,203,2026/06/01,吉村紳 一級建築士事務所,CN-00000033,a03RB00001Uj0rs,8000,8000,1,a03RB00001Uj0rsYAB,8000,True
【営業】Rendery 月別契約中MRR,204,2026/06/01,矢作建設工業株式会社,CN-00000035,矢作建設工業株式会社_2026/06,49584,55000,1,a03RB00001NswbnYAB,49584,True
【営業】Rendery 月別契約中MRR,205,2026/06/01,株式会社デザインアーク,CN-00000036,株式会社デザインアーク_2026/06,55000,165000,1,a03RB00001RIREvYAP,55000,True
【営業】Rendery 月別契約中MRR,206,2026/06/01,株式会社デザインアーク,CN-00000036,a03RB00001VH5KP,198000,165000,1,a03RB00001VH5KPYA1,198000,True
【営業】Rendery 月別契約中MRR,207,2026/06/01,株式会社デザインアーク,CN-00000036,a03RB00001VXL05,165000,165000,1,a03RB00001VXL05YAH,165000,True
【営業】Rendery 月別契約中MRR,208,2026/06/01,株式会社アーキテクト・ディベロッパー,CN-00000040,株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/06,48000,48000,1,a03RB00001NswcKYAR,48000,True
【営業】Rendery 月別契約中MRR,209,2026/06/01,野原グループ株式会社,CN-00000041,野原グループ株式会社_2026/06,8000,8000,1,a03RB00001RIREwYAP,8000,True
【営業】Rendery 月別契約中MRR,210,2026/06/01,野原グループ株式会社,CN-00000041,a03RB00001Uj0rr,8000,8000,1,a03RB00001Uj0rrYAB,8000,True
【営業】Rendery 月別契約中MRR,211,2026/06/01,JOA株式会社,CN-00000053,JOA株式会社_2026/06,55000,55000,1,a03RB00001RIRF6YAP,55000,True
【営業】Rendery 月別契約中MRR,212,2026/06/01,JOA株式会社,CN-00000053,a03RB00001Uj0s2,55000,55000,1,a03RB00001Uj0s2YAB,55000,True
【営業】Rendery 月別契約中MRR,213,2026/06/01,三井不動産レジデンシャルリース株式会社,CN-00000055,Mig_freee請求移行_三井不動産レジデンシャルリース株式会社(ソリューション推進部)_2026/06_INV-0000000112,132000,132000,1,a03RB00001RISiYYAX,132000,True
【営業】Rendery 月別契約中MRR,214,2026/06/01,株式会社大塚商会,CN-00000063,大塚商会（大和財宅）_2026/06,88000,88000,1,a03RB00001NswgLYAR,88000,True
【営業】Rendery 月別契約中MRR,215,2026/06/01,株式会社大塚商会,CN-00000063,a03RB00001VUaoZ,6400,88000,1,a03RB00001VUaoZYAT,6400,True
【営業】Rendery 月別契約中MRR,216,2026/06/01,三越伊勢丹プロパティ・デザイン株式会社,CN-00000067,株式会社三越伊勢丹プロパティデザイン_2026/06,48000,48000,1,a03RB00001NswgiYAB,48000,True
【営業】Rendery 月別契約中MRR,217,2026/06/01,豊通ファシリティーズ株式会社,CN-00000068,豊通ファシリティーズ株式会社 建築・設計部_2026/06,16000,16000,1,a03RB00001NswgoYAB,16000,True
【営業】Rendery 月別契約中MRR,218,2026/06/01,フロンヴィルホームズ名古屋株式会社,CN-00000069,Mig_freee請求移行_フロンヴィルホームズ名古屋株式会社_2026/06_INV-0000000119,8000,8000,1,a03RB00001RISicYAH,8000,True
【営業】Rendery 月別契約中MRR,219,2026/06/01,三菱地所レジデンス株式会社,CN-00000071,三菱地所レジデンス株式会社_2026/06,16000,16000,1,a03RB00001NswhAYAR,16000,True
【営業】Rendery 月別契約中MRR,220,2026/06/01,三菱地所レジデンス株式会社,CN-00000071,a03RB00001UyXx3,48000,16000,1,a03RB00001UyXx3YAF,48000,True
【営業】Rendery 月別契約中MRR,221,2026/06/01,株式会社石勝エクステリア,CN-00000072,株式会社石勝エクステリア_2026/06,100000,100000,1,a03RB00001NswhKYAR,100000,True
【営業】Rendery 月別契約中MRR,222,2026/06/01,ジーク株式会社,CN-00000075,ジーク株式会社_2026/06,70000,70000,1,a03RB00001NswhpYAB,70000,True
【営業】Rendery 月別契約中MRR,223,2026/06/01,ジーク株式会社,CN-00000075,a03RB00001VUaoa,12500,70000,1,a03RB00001VUaoaYAD,12500,True
【営業】Rendery 月別契約中MRR,224,2026/06/01,株式会社アールシーコア,CN-00000076,株式会社アールシーコア_2026/06,150000,150000,1,a03RB00001RIRFAYA5,150000,True
【営業】Rendery 月別契約中MRR,225,2026/06/01,株式会社 錢高組,CN-00000077,Mig_freee請求移行_株式会社錢高組_2026/06_INV-0000000118,24000,24000,1,a03RB00001RISibYAH,24000,True
【営業】Rendery 月別契約中MRR,226,2026/06/01,日鉄興和不動産株式会社,CN-00000078,日鉄興和不動産株式会社_2026/06,140000,150000,1,a03RB00001Nswi8YAB,140000,True
【営業】Rendery 月別契約中MRR,227,2026/06/01,株式会社石勝エクステリア,CN-00000079,株式会社石勝エクステリア(シングルサインオン分）_2026/06,30000,30000,1,a03RB00001NswiRYAR,30000,True
【営業】Rendery 月別契約中MRR,228,2026/06/01,株式会社アールシーコア,CN-00000080,株式会社アールシーコア(セキュリティオプション月額）_2026/06,100000,100000,1,a03RB00001RIRFBYA5,100000,True
【営業】Rendery 月別契約中MRR,229,2026/06/01,Phantom株式会社,CN-00000081,Mig_freee請求移行_Phantom株式会社_2026/06_INV-0000000122,16000,16000,1,a03RB00001RISifYAH,16000,True
【営業】Rendery 月別契約中MRR,230,2026/06/01,株式会社 トーケン,CN-00000085,株式会社トーケン_2026/06,80000,80000,1,a03RB00001NswiuYAB,80000,True
【営業】Rendery 月別契約中MRR,231,2026/06/01,花菱不動産株式会社,CN-00000086,Mig_freee請求移行_花菱不動産株式会社_2026/06_INV-0000000124,16000,16000,1,a03RB00001RISihYAH,16000,True
【営業】Rendery 月別契約中MRR,232,2026/06/01,柏井建設 株式会社,CN-00000088,Mig_freee請求移行_柏井建設株式会社_2026/06_INV-0000000123,75000,75000,1,a03RB00001RISigYAH,75000,True
【営業】Rendery 月別契約中MRR,233,2026/06/01,株式会社紀伊國屋書店,CN-00000089,株式会社紀伊國屋書店_2026/06,40000,40000,1,a03RB00001RIRFCYA5,40000,True
【営業】Rendery 月別契約中MRR,234,2026/06/01,株式会社紀伊國屋書店,CN-00000089,a03RB00001Uj0s4,40000,40000,1,a03RB00001Uj0s4YAB,40000,True
【営業】Rendery 月別契約中MRR,235,2026/06/01,株式会社サンケイビル,CN-00000090,株式会社サンケイビル_2026/06,70000,70000,1,a03RB00001NswjEYAR,70000,True
【営業】Rendery 月別契約中MRR,236,2026/06/01,三井住友建設株式会社,CN-00000091,Mig_freee請求移行_三井住友建設株式会社_2026/06_INV-0000000126,8000,8000,1,a03RB00001RISijYAH,8000,True
【営業】Rendery 月別契約中MRR,237,2026/06/01,Asplead株式会社,CN-00000092,Mig_freee請求移行_Asplead株式会社_2026/06_INV-0000000130,16000,16000,1,a03RB00001RISinYAH,16000,True
【営業】Rendery 月別契約中MRR,238,2026/06/01,株式会社スタイルテック総合計画,CN-00000093,Mig_freee請求移行_スタイルテック総合計画_2026/06_INV-0000000127,75000,75000,1,a03RB00001RISikYAH,75000,True
【営業】Rendery 月別契約中MRR,239,2026/06/01,株式会社ecoaハウス,CN-00000094,Mig_freee請求移行_株式会社ecoaハウス_2026/06_INV-0000000128,75000,75000,1,a03RB00001RISilYAH,75000,True
【営業】Rendery 月別契約中MRR,240,2026/06/01,株式会社ドムコス,CN-00000095,Mig_freee請求移行_株式会社ドムコス_2026/06_INV-0000000129,8000,8000,1,a03RB00001RISimYAH,8000,True
【営業】Rendery 月別契約中MRR,241,2026/06/01,株式会社フィールド・デザイン・アーキテクツ一級建築士事務所,CN-00000098,フィールド・デザイン・アーキテクツ一級建築士事務所_2026/06,8000,8000,1,a03RB00001RIRFEYA5,8000,True
【営業】Rendery 月別契約中MRR,242,2026/06/01,株式会社ルミネ,CN-00000099,株式会社ルミネ_2026/06,8000,8000,1,a03RB00001RIRFFYA5,8000,True
【営業】Rendery 月別契約中MRR,243,2026/06/01,株式会社ルミネ,CN-00000099,a03RB00001Uj0s5,8000,8000,1,a03RB00001Uj0s5YAB,8000,True
【営業】Rendery 月別契約中MRR,244,2026/06/01,株式会社安井建築設計事務所,CN-00000102,株式会社安井建築設計事務所_2026/06,8000,8000,1,a03RB00001RIRFGYA5,8000,True
【営業】Rendery 月別契約中MRR,245,2026/06/01,株式会社ジョイフル本田,CN-00000103,株式会社ジョイフル本田（Pro１アカウント）_2026/06,8000,8000,1,a03RB00001Nswk8YAB,8000,True
【営業】Rendery 月別契約中MRR,246,2026/06/01,株式会社ジョイフル本田,CN-00000103,a03RB00001Uj0sH,8000,8000,1,a03RB00001Uj0sHYAR,8000,True
【営業】Rendery 月別契約中MRR,247,2026/06/01,若築建設株式会社,CN-00000104,若築建設株式会社_2026/06,8000,8000,1,a03RB00001NswkAYAR,8000,True
【営業】Rendery 月別契約中MRR,248,2026/06/01,西日本旅客鉄道株式会社,CN-00000105,西日本旅客鉄道株式会社 ビジネスデザイン部　JCLaaS事業部_2026/06,8000,8000,1,a03RB00001RIRFHYA5,8000,True
【営業】Rendery 月別契約中MRR,249,2026/06/01,西日本旅客鉄道株式会社,CN-00000105,a03RB00001Uj0s6,8000,8000,1,a03RB00001Uj0s6YAB,8000,True
【営業】Rendery 月別契約中MRR,250,2026/06/01,株式会社乃村工藝社,CN-00000106,株式会社乃村工藝社 カルチャー・コミュニケーション推進本部_2026/06,32000,32000,1,a03RB00001NswkNYAR,32000,True
【営業】Rendery 月別契約中MRR,251,2026/06/01,株式会社乃村工藝社,CN-00000106,a03RB00001Uj0s3,32000,32000,1,a03RB00001Uj0s3YAB,32000,True
【営業】Rendery 月別契約中MRR,252,2026/06/01,梅林建設株式会社,CN-00000107,梅林建設株式会社_2026/06,70000,70000,1,a03RB00001NswkOYAR,70000,True
【営業】Rendery 月別契約中MRR,253,2026/06/01,梅林建設株式会社,CN-00000107,a03RB00001VUaoV,-5000,70000,1,a03RB00001VUaoVYAT,-5000,True
【営業】Rendery 月別契約中MRR,254,2026/06/01,梅林建設株式会社,CN-00000107,a03RB00001VUaoW,75000,70000,1,a03RB00001VUaoWYAT,75000,True
【営業】Rendery 月別契約中MRR,255,2026/06/01,株式会社デザインアーク,CN-00000108,株式会社デザインアーク 東京本店 東京スペースソリューション第１営業所_2026/06,30000,30000,1,a03RB00001NswkaYAB,30000,True
【営業】Rendery 月別契約中MRR,256,2026/06/01,株式会社エリオクリエイト,CN-00000111,株式会社エリオクリエイト_2026/06,96000,8000,1,a03RB00001NswkdYAB,96000,True
【営業】Rendery 月別契約中MRR,257,2026/06/01,株式会社エリオクリエイト,CN-00000111,a03RB00001VUaoX,8000,8000,1,a03RB00001VUaoXYAT,8000,True
【営業】Rendery 月別契約中MRR,258,2026/06/01,創建ホーム株式会社,CN-00000112,株式会社創建ホーム_2026/06,1008000,84000,1,a03RB00001NswkeYAB,1008000,True
【営業】Rendery 月別契約中MRR,259,2026/06/01,創建ホーム株式会社,CN-00000112,a03RB00001VUaoY,84000,84000,1,a03RB00001VUaoYYAT,84000,True
【営業】Rendery 月別契約中MRR,260,2026/06/01,アイリスオーヤマ株式会社(空間デザイン部),CN-00000200,a03RB00001UyZVs,11000,11000,1,a03RB00001UyZVsYAN,11000,True
【営業】Rendery 月別契約中MRR,261,2026/06/01,アイリスオーヤマ株式会社(ストアソリューション営業部ストアデザインチーム),CN-00000201,a03RB00001UyZVt,44000,44000,1,a03RB00001UyZVtYAN,44000,True
【営業】Rendery 月別契約中MRR,262,2026/06/01,九州旅客鉄道株式会社(博多設備区),CN-00000202,a03RB00001UyZVu,8000,8000,1,a03RB00001UyZVuYAN,8000,True
【営業】Rendery 月別契約中MRR,263,2026/06/01,九州旅客鉄道株式会社(建設工事部施設課),CN-00000203,a03RB00001UyZVv,8000,8000,1,a03RB00001UyZVvYAN,8000,True
【営業】Rendery 月別契約中MRR,264,2026/06/01,東急リゾーツ＆ステイ株式会社,CN-00000204,a03RB00001UyZVw,44000,44000,1,a03RB00001UyZVwYAN,44000,True
【営業】Rendery 月別契約中MRR,265,2026/06/01,九州旅客鉄道株式会社(開発工事部),CN-00000205,a03RB00001UyZVx,8000,8000,1,a03RB00001UyZVxYAN,8000,True
【営業】Rendery 月別契約中MRR,266,2026/06/01,株式会社ＬＩＸＩＬ住宅研究所,CN-00000206,a03RB00001UyZVy,8000,8000,1,a03RB00001UyZVyYAN,8000,True
【営業】Rendery 月別契約中MRR,267,2026/06/01,近鉄不動産株式会社,CN-00000207,a03RB00001UyZVz,100000,195000,1,a03RB00001UyZVzYAN,100000,True
【営業】Rendery 月別契約中MRR,268,2026/06/01,近鉄不動産株式会社,CN-00000207,a03RB00001UyZW0,195000,195000,1,a03RB00001UyZW0YAN,195000,True
【営業】Rendery 月別契約中MRR,269,2026/06/01,株式会社JR東日本建築設計,CN-00000211,a03RB00001UyZW4,8000,8000,1,a03RB00001UyZW4YAN,8000,True
【営業】Rendery 月別契約中MRR,270,2026/06/01,三菱地所株式会社(DX推進部),CN-00000212,a03RB00001UyZW5,16000,16000,1,a03RB00001UyZW5YAN,16000,True
【営業】Rendery 月別契約中MRR,271,2026/06/01,野村不動産株式会社,CN-00000213,a03RB00001UyZW6,30000,180000,1,a03RB00001UyZW6YAN,30000,True
【営業】Rendery 月別契約中MRR,272,2026/06/01,野村不動産株式会社,CN-00000213,a03RB00001UyZW7,150000,180000,1,a03RB00001UyZW7YAN,150000,True
【営業】Rendery 月別契約中MRR,273,2026/06/01,株式会社デザインアーク（東京スペースソリューション第１営業所）,CN-00000214,a03RB00001UyZW8,30000,30000,1,a03RB00001UyZW8YAN,30000,True
【営業】Rendery 月別契約中MRR,274,2026/06/01,合同会社小島屋,CN-00000215,a03RB00001UyZW9,8000,8000,1,a03RB00001UyZW9YAN,8000,True
【営業】Rendery 月別契約中MRR,275,2026/06/01,株式会社コスモスイニシア（流通事業部）,CN-00000216,a03RB00001UyZWA,150000,150000,1,a03RB00001UyZWAYA3,150000,True
【営業】Rendery 月別契約中MRR,278,2026/07/01,サンフロンティア不動産株式会社,CN-00000003,サンフロンティア不動産株式会社_2026/07,64000,64000,1,a03RB00001RcABBYA3,64000,True
【営業】Rendery 月別契約中MRR,279,2026/07/01,東急株式会社,CN-00000006,東急株式会社_2026/07,11000,11000,1,a03RB00001RcABEYA3,11000,True
【営業】Rendery 月別契約中MRR,280,2026/07/01,東急建設株式会社,CN-00000007,東急建設 ○独特の請求書式あり_2026/07,8000,8000,1,a03RB00001NswVnYAJ,8000,True
【営業】Rendery 月別契約中MRR,281,2026/07/01,株式会社フロンティアコンサルティング,CN-00000008,株式会社フロンティアコンサルティング_2026/07,550000,550000,1,a03RB00001RcABCYA3,550000,True
【営業】Rendery 月別契約中MRR,282,2026/07/01,株式会社前田工務店,CN-00000009,前田工務店_2026/07,8000,8000,1,a03RB00001RcABFYA3,8000,True
【営業】Rendery 月別契約中MRR,283,2026/07/01,株式会社ムゲンエステート,CN-00000012,ムゲンエステート_2026/07,8000,8000,1,a03RB00001RcABGYA3,8000,True
【営業】Rendery 月別契約中MRR,284,2026/07/01,株式会社TRIAD,CN-00000022,株式会社TRIAD_2026/07,8000,8000,1,a03RB00001RcABMYA3,8000,True
【営業】Rendery 月別契約中MRR,285,2026/07/01,戸田建設株式会社,CN-00000026,戸田建設(設計部:月額)_2026/07,55000,55000,1,a03RB00001RcABOYA3,55000,True
【営業】Rendery 月別契約中MRR,286,2026/07/01,47内装株式会社,CN-00000027,47内装株式会社_2026/07,55000,55000,1,a03RB00001RcABSYA3,55000,True
【営業】Rendery 月別契約中MRR,287,2026/07/01,ANAスカイビルサービス株式会社,CN-00000028,ANAスカイビルサービス株式会社　※郵送希望_2026/07,16000,16000,1,a03RB00001RcABUYA3,16000,True
【営業】Rendery 月別契約中MRR,288,2026/07/01,吉村紳 一級建築士事務所,CN-00000033,吉村紳　一級建築士事務所_2026/07,8000,8000,1,a03RB00001RcABVYA3,8000,True
【営業】Rendery 月別契約中MRR,289,2026/07/01,矢作建設工業株式会社,CN-00000035,矢作建設工業株式会社_2026/07,49584,55000,1,a03RB00001NswboYAB,49584,True
【営業】Rendery 月別契約中MRR,290,2026/07/01,株式会社デザインアーク,CN-00000036,株式会社デザインアーク_2026/07,55000,165000,1,a03RB00001RcABWYA3,55000,True
【営業】Rendery 月別契約中MRR,291,2026/07/01,株式会社デザインアーク,CN-00000036,a03RB00001VXL06,165000,165000,1,a03RB00001VXL06YAH,165000,True
【営業】Rendery 月別契約中MRR,292,2026/07/01,株式会社アーキテクト・ディベロッパー,CN-00000040,株式会社アーキテクト・ディベロッパー（5月1日より帝国不動産株式会社）_2026/07,48000,48000,1,a03RB00001RcABXYA3,48000,True
【営業】Rendery 月別契約中MRR,293,2026/07/01,野原グループ株式会社,CN-00000041,野原グループ株式会社_2026/07,8000,8000,1,a03RB00001RcABYYA3,8000,True
【営業】Rendery 月別契約中MRR,294,2026/07/01,JOA株式会社,CN-00000053,JOA株式会社_2026/07,55000,55000,1,a03RB00001RcABiYAN,55000,True
【営業】Rendery 月別契約中MRR,295,2026/07/01,三井不動産レジデンシャルリース株式会社,CN-00000055,三井不動産レジデンシャルリース株式会社(ソリューション推進部)_2026/07,132000,132000,1,a03RB00001RcABjYAN,132000,True
【営業】Rendery 月別契約中MRR,296,2026/07/01,株式会社大塚商会,CN-00000063,大塚商会（大和財宅）_2026/07,88000,88000,1,a03RB00001NswgMYAR,88000,True
【営業】Rendery 月別契約中MRR,297,2026/07/01,株式会社大塚商会,CN-00000063,a03RB00001VUaoc,120000,88000,1,a03RB00001VUaocYAD,120000,True
【営業】Rendery 月別契約中MRR,298,2026/07/01,三越伊勢丹プロパティ・デザイン株式会社,CN-00000067,株式会社三越伊勢丹プロパティデザイン_2026/07,48000,48000,1,a03RB00001RcABrYAN,48000,True
【営業】Rendery 月別契約中MRR,299,2026/07/01,豊通ファシリティーズ株式会社,CN-00000068,豊通ファシリティーズ株式会社　建築・設計部_2026/07,16000,16000,1,a03RB00001RcABsYAN,16000,True
【営業】Rendery 月別契約中MRR,300,2026/07/01,フロンヴィルホームズ名古屋株式会社,CN-00000069,フロンヴィルホームズ名古屋株式会社_2026/07,20000,8000,1,a03RB00001RcAC0YAN,20000,True
【営業】Rendery 月別契約中MRR,301,2026/07/01,三菱地所レジデンス株式会社,CN-00000071,三菱地所レジデンス株式会社_2026/07,140000,16000,1,a03RB00001RcABtYAN,140000,True
【営業】Rendery 月別契約中MRR,302,2026/07/01,株式会社石勝エクステリア,CN-00000072,株式会社石勝エクステリア_2026/07,100000,100000,1,a03RB00001NswhLYAR,100000,True
【営業】Rendery 月別契約中MRR,303,2026/07/01,ジーク株式会社,CN-00000075,ジーク株式会社_2026/07,70000,70000,1,a03RB00001NswhqYAB,70000,True
【営業】Rendery 月別契約中MRR,304,2026/07/01,株式会社アールシーコア,CN-00000076,株式会社アールシーコア_2026/07,150000,150000,1,a03RB00001RcABuYAN,150000,True
【営業】Rendery 月別契約中MRR,305,2026/07/01,株式会社 錢高組,CN-00000077,株式会社錢高組_2026/07,24000,24000,1,a03RB00001RcABwYAN,24000,True
【営業】Rendery 月別契約中MRR,306,2026/07/01,日鉄興和不動産株式会社,CN-00000078,日鉄興和不動産株式会社_2026/07,140000,150000,1,a03RB00001Nswi9YAB,140000,True
【営業】Rendery 月別契約中MRR,307,2026/07/01,株式会社石勝エクステリア,CN-00000079,株式会社石勝エクステリア(シングルサインオン分）_2026/07,30000,30000,1,a03RB00001NswiSYAR,30000,True
【営業】Rendery 月別契約中MRR,308,2026/07/01,株式会社アールシーコア,CN-00000080,株式会社アールシーコア(セキュリティオプション月額）_2026/07,100000,100000,1,a03RB00001RcABvYAN,100000,True
【営業】Rendery 月別契約中MRR,309,2026/07/01,Phantom株式会社,CN-00000081,Phantom株式会社_2026/07,16000,16000,1,a03RB00001RcABxYAN,16000,True
【営業】Rendery 月別契約中MRR,310,2026/07/01,株式会社 トーケン,CN-00000085,株式会社トーケン_2026/07,80000,80000,1,a03RB00001NswivYAB,80000,True
【営業】Rendery 月別契約中MRR,311,2026/07/01,花菱不動産株式会社,CN-00000086,花菱不動産株式会社_2026/07,16000,16000,1,a03RB00001RcAC5YAN,16000,True
【営業】Rendery 月別契約中MRR,312,2026/07/01,柏井建設 株式会社,CN-00000088,柏井建設株式会社_2026/07,75000,75000,1,a03RB00001RcAC1YAN,75000,True
【営業】Rendery 月別契約中MRR,313,2026/07/01,株式会社紀伊國屋書店,CN-00000089,株式会社紀伊國屋書店_2026/07,40000,40000,1,a03RB00001RcAC7YAN,40000,True
【営業】Rendery 月別契約中MRR,314,2026/07/01,株式会社サンケイビル,CN-00000090,株式会社サンケイビル_2026/07,70000,70000,1,a03RB00001NswjFYAR,70000,True
【営業】Rendery 月別契約中MRR,315,2026/07/01,三井住友建設株式会社,CN-00000091,三井住友建設株式会社_2026/07,8000,8000,1,a03RB00001RcAC2YAN,8000,True
【営業】Rendery 月別契約中MRR,316,2026/07/01,Asplead株式会社,CN-00000092,Asplead株式会社_2026/07,16000,16000,1,a03RB00001RcAC8YAN,16000,True
【営業】Rendery 月別契約中MRR,317,2026/07/01,株式会社スタイルテック総合計画,CN-00000093,スタイルテック総合計画_2026/07,75000,75000,1,a03RB00001RcAC9YAN,75000,True
【営業】Rendery 月別契約中MRR,318,2026/07/01,株式会社ecoaハウス,CN-00000094,株式会社ecoaハウス_2026/07,75000,75000,1,a03RB00001RcACAYA3,75000,True
